              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
      24.110      78.909     -77.033      20.206
      33.221      78.655     -76.945      20.205
      42.342      78.395     -76.858      20.203
      51.453      78.139     -76.771      20.201
      60.574      77.877     -76.684      20.199
      69.686      77.609     -76.596      20.197
      78.808      77.346     -76.509      20.195
      87.920      77.088     -76.422      20.192
      97.032      76.824     -76.335      20.190
     106.155      76.553     -76.247      20.188
     115.268      76.287     -76.160      20.186
     124.381      76.026     -76.073      20.183
     133.494      75.759     -75.986      20.181
     142.608      75.485     -75.898      20.178
     151.722      75.217     -75.811      20.176
     160.836      74.942     -75.724      20.173
     169.961      74.671     -75.637      20.171
     179.066      74.395     -75.550      20.168
     188.191      74.124     -75.462      20.165
     197.296      73.846     -75.375      20.163
     206.412      73.573     -75.288      20.160
     215.528      73.294     -75.201      20.157
     224.644      73.020     -75.114      20.154
     233.762      72.739     -75.026      20.151
     242.879      72.452     -74.939      20.148
     251.985      72.171     -74.852      20.145
     261.104      71.894     -74.765      20.142
     270.211      71.610     -74.678      20.139
     279.330      71.321     -74.591      20.135
     288.439      71.036     -74.504      20.132
     297.559      70.745     -74.416      20.128
     306.668      70.459     -74.329      20.125
     315.788      70.166     -74.242      20.122
     324.899      69.879     -74.155      20.118
     334.009      69.585     -74.068      20.115
     343.131      69.296     -73.981      20.111
     352.242      69.001     -73.894      20.107
     -75.922      90.733     -77.991      20.305
     -66.808      90.492     -77.904      20.304
     -57.683      90.245     -77.816      20.302
     -48.569      89.991     -77.729      20.301
     -39.454      89.743     -77.642      20.300
     -30.338      89.499     -77.554      20.298
     -21.213      89.238     -77.467      20.297
     -12.098      88.993     -77.380      20.295
      -2.983      88.742     -77.293      20.294
       6.133      88.485     -77.205      20.292
      15.249      88.232     -77.118      20.290
      24.365      87.973     -77.031      20.288
      33.482      87.719     -76.943      20.287
      42.598      87.459     -76.856      20.285
      51.715      87.193     -76.769      20.283
      60.832      86.931     -76.681      20.281
      69.949      86.674     -76.594      20.279
      79.066      86.411     -76.507      20.277
      88.183      86.153     -76.420      20.274
      97.302      85.889     -76.332      20.272
     106.419      85.618     -76.245      20.270
     115.538      85.352     -76.158      20.268
     124.647      85.080     -76.070      20.265
     133.765      84.813     -75.983      20.263
     142.885      84.551     -75.896      20.260
     152.004      84.271     -75.809      20.258
     161.114      84.008     -75.721      20.255
     170.233      83.738     -75.634      20.253
     179.344      83.462     -75.547      20.250
     188.464      83.179     -75.460      20.247
     197.575      82.913     -75.372      20.244
     206.696      82.629     -75.285      20.242
     215.808      82.350     -75.198      20.239
     224.930      82.076     -75.110      20.236
     234.042      81.796     -75.023      20.233
     243.155      81.520     -74.936      20.230
     252.267      81.238     -74.849      20.227
     261.391      80.950     -74.762      20.223
     270.504      80.667     -74.674      20.220
     279.619      80.378     -74.587      20.217
     288.733      80.093     -74.500      20.214
     297.847      79.803     -74.413      20.210
     306.963      79.517     -74.326      20.207
     316.078      79.236     -74.238      20.204
     325.194      78.937     -74.151      20.200
     334.310      78.655     -74.064      20.196
     343.417      78.355     -73.977      20.193
     352.534      78.071     -73.890      20.189
     -75.677      99.796     -77.990      20.387
     -66.557      99.555     -77.902      20.386
     -57.437      99.308     -77.815      20.384
     -48.317      99.055     -77.728      20.383
     -39.206      98.807     -77.640      20.382
     -30.086      98.563     -77.553      20.380
     -20.965      98.302     -77.465      20.378
     -11.844      98.057     -77.378      20.377
      -2.734      97.806     -77.291      20.375
       6.388      97.549     -77.203      20.374
      15.509      97.296     -77.116      20.372
      24.620      97.037     -77.029      20.370
      33.742      96.784     -76.941      20.368
      42.865      96.523     -76.854      20.367
      51.976      96.257     -76.767      20.365
      61.099      95.995     -76.679      20.362
      70.211      95.739     -76.592      20.361
      79.334      95.476     -76.505      20.358
      88.447      95.207     -76.417      20.356
      97.570      94.943     -76.330      20.354
     106.684      94.683     -76.243      20.352
     115.798      94.418     -76.155      20.350
     124.921      94.146     -76.068      20.347
     134.036      93.879     -75.980      20.345
     143.150      93.606     -75.893      20.342
     152.275      93.337     -75.806      20.340
     161.391      93.063     -75.718      20.337
     170.506      92.793     -75.631      20.334
     179.622      92.517     -75.544      20.332
     188.738      92.246     -75.457      20.329
     197.854      91.968     -75.369      20.326
     206.971      91.696     -75.282      20.323
     216.087      91.417     -75.195      20.321
     225.205      91.143     -75.107      20.318
     234.322      90.863     -75.020      20.315
     243.440      90.577     -74.933      20.312
     252.559      90.295     -74.845      20.309
     261.678      90.007     -74.758      20.305
     270.787      89.724     -74.671      20.302
     279.906      89.446     -74.584      20.299
     289.026      89.162     -74.496      20.296
     298.136      88.871     -74.409      20.292
     307.257      88.586     -74.322      20.289
     316.367      88.294     -74.235      20.285
     325.489      88.007     -74.147      20.282
     334.600      87.713     -74.060      20.278
     343.713      87.425     -73.973      20.275
     352.836      87.130     -73.886      20.271
     -75.432     108.859     -77.989      20.469
     -66.306     108.619     -77.901      20.468
     -57.190     108.372     -77.814      20.466
     -48.075     108.119     -77.726      20.465
     -38.949     107.870     -77.639      20.463
     -29.833     107.627     -77.551      20.462
     -20.717     107.377     -77.464      20.461
     -11.591     107.121     -77.376      20.459
      -2.475     106.870     -77.289      20.457
       6.642     106.613     -77.202      20.456
      15.759     106.360     -77.114      20.454
      24.885     106.102     -77.027      20.452
      34.003     105.848     -76.939      20.450
      43.120     105.588     -76.852      20.448
      52.237     105.322     -76.765      20.446
      61.355     105.060     -76.677      20.444
      70.473     104.804     -76.590      20.442
      79.592     104.541     -76.502      20.440
      88.710     104.272     -76.415      20.438
      97.829     104.008     -76.327      20.436
     106.948     103.749     -76.240      20.434
     116.067     103.483     -76.153      20.431
     125.186     103.212     -76.065      20.429
     134.306     102.945     -75.978      20.427
     143.426     102.672     -75.891      20.424
     152.546     102.403     -75.803      20.422
     161.667     102.129     -75.716      20.419
     170.777     101.859     -75.628      20.416
     179.899     101.583     -75.541      20.414
     189.021     101.312     -75.454      20.411
     198.132     101.035     -75.366      20.408
     207.254     100.763     -75.279      20.405
     216.367     100.484     -75.192      20.403
     225.489     100.199     -75.104      20.399
     234.602      99.919     -75.017      20.396
     243.726      99.644     -74.929      20.393
     252.839      99.363     -74.842      20.390
     261.954      99.075     -74.755      20.387
     271.078      98.793     -74.668      20.384
     280.193      98.504     -74.580      20.381
     289.309      98.220     -74.493      20.377
     298.424      97.929     -74.406      20.374
     307.540      97.644     -74.318      20.371
     316.666      97.352     -74.231      20.367
     325.783      97.065     -74.144      20.364
     334.891      96.772     -74.056      20.360
     344.008      96.484     -73.969      20.356
     353.126      96.189     -73.882      20.353
     -75.186     117.934     -77.987      20.551
     -66.065     117.682     -77.900      20.549
     -56.945     117.435     -77.812      20.548
     -47.824     117.193     -77.725      20.547
     -38.702     116.934     -77.637      20.545
     -29.581     116.691     -77.550      20.544
     -20.459     116.441     -77.462      20.542
     -11.338     116.185     -77.375      20.541
      -2.216     115.934     -77.287      20.539
       6.896     115.677     -77.200      20.538
      16.018     115.425     -77.112      20.536
      25.140     115.166     -77.025      20.534
      34.263     114.912     -76.937      20.532
      43.376     114.653     -76.850      20.530
      52.499     114.386     -76.762      20.528
      61.622     114.125     -76.675      20.526
      70.745     113.869     -76.587      20.524
      79.859     113.606     -76.500      20.522
      88.983     113.348     -76.412      20.520
      98.097     113.073     -76.325      20.518
     107.221     112.814     -76.238      20.516
     116.336     112.549     -76.150      20.513
     125.461     112.277     -76.063      20.511
     134.576     112.010     -75.975      20.508
     143.701     111.738     -75.888      20.506
     152.817     111.469     -75.800      20.503
     161.933     111.195     -75.713      20.501
     171.059     110.926     -75.626      20.498
     180.176     110.650     -75.538      20.496
     189.293     110.379     -75.451      20.493
     198.410     110.102     -75.363      20.490
     207.538     109.819     -75.276      20.487
     216.656     109.541     -75.188      20.484
     225.774     109.267     -75.101      20.481
     234.892     108.987     -75.014      20.478
     244.011     108.701     -74.926      20.475
     253.131     108.420     -74.839      20.472
     262.250     108.144     -74.751      20.469
     271.360     107.861     -74.664      20.466
     280.480     107.572     -74.577      20.463
     289.600     107.288     -74.489      20.459
     298.722     106.998     -74.402      20.456
     307.833     106.713     -74.315      20.452
     316.955     106.421     -74.227      20.449
     326.077     106.135     -74.140      20.445
     335.190     105.842     -74.052      20.442
     344.313     105.543     -73.965      20.438
     353.427     105.248     -73.878      20.434
     -74.941     126.998     -77.986      20.633
     -65.815     126.757     -77.898      20.631
     -56.699     126.499     -77.811      20.630
     -47.572     126.257     -77.723      20.629
     -38.455     126.009     -77.636      20.627
     -29.329     125.754     -77.548      20.626
     -20.212     125.505     -77.461      20.624
     -11.085     125.249     -77.373      20.623
      -1.968     124.998     -77.285      20.621
       7.160     124.741     -77.198      20.619
      16.278     124.489     -77.110      20.618
      25.395     124.231     -77.023      20.616
      34.523     123.977     -76.935      20.614
      43.641     123.717     -76.848      20.612
      52.760     123.462     -76.760      20.610
      61.878     123.201     -76.673      20.608
      71.008     122.934     -76.585      20.606
      80.126     122.671     -76.498      20.604
      89.245     122.414     -76.410      20.602
      98.365     122.150     -76.323      20.600
     107.485     121.880     -76.235      20.597
     116.605     121.614     -76.148      20.595
     125.725     121.343     -76.060      20.593
     134.845     121.076     -75.973      20.590
     143.966     120.804     -75.885      20.588
     153.088     120.536     -75.798      20.585
     162.209     120.262     -75.710      20.583
     171.331     119.992     -75.623      20.580
     180.453     119.717     -75.535      20.577
     189.575     119.446     -75.448      20.575
     198.688     119.169     -75.360      20.572
     207.811     118.886     -75.273      20.569
     216.934     118.608     -75.185      20.566
     226.047     118.334     -75.098      20.563
     235.172     118.055     -75.010      20.560
     244.296     117.769     -74.923      20.557
     253.410     117.488     -74.836      20.554
     262.536     117.201     -74.748      20.551
     271.651     116.919     -74.661      20.548
     280.767     116.641     -74.573      20.545
     289.893     116.346     -74.486      20.541
     299.009     116.067     -74.398      20.538
     308.126     115.771     -74.311      20.534
     317.243     115.480     -74.224      20.531
     326.371     115.193     -74.136      20.527
     335.489     114.901     -74.049      20.524
     344.608     114.613     -73.961      20.520
     353.727     114.319     -73.874      20.516
     -74.696     136.073     -77.985      20.715
     -65.575     135.821     -77.897      20.713
     -56.443     135.574     -77.809      20.712
     -47.321     135.321     -77.722      20.711
     -38.199     135.073     -77.634      20.709
     -29.077     134.830     -77.547      20.708
     -19.954     134.569     -77.459      20.706
     -10.832     134.325     -77.371      20.705
      -1.709     134.063     -77.284      20.703
       7.414     133.817     -77.196      20.701
      16.537     133.554     -77.108      20.700
      25.660     133.306     -77.021      20.698
      34.784     133.042     -76.933      20.696
      43.896     132.782     -76.846      20.694
      53.020     132.527     -76.758      20.692
      62.144     132.266     -76.671      20.690
      71.269     131.999     -76.583      20.688
      80.393     131.737     -76.495      20.686
      89.508     131.479     -76.408      20.684
      98.633     131.215     -76.320      20.682
     107.759     130.945     -76.233      20.679
     116.873     130.680     -76.145      20.677
     125.999     130.409     -76.058      20.675
     135.125     130.143     -75.970      20.672
     144.242     129.870     -75.882      20.670
     153.368     129.602     -75.795      20.667
     162.485     129.328     -75.707      20.665
     171.601     129.059     -75.620      20.662
     180.729     128.784     -75.532      20.659
     189.847     128.513     -75.445      20.657
     198.975     128.236     -75.357      20.654
     208.094     127.953     -75.270      20.651
     217.212     127.675     -75.182      20.648
     226.331     127.402     -75.095      20.645
     235.450     127.123     -75.007      20.642
     244.580     126.837     -74.920      20.639
     253.701     126.556     -74.832      20.636
     262.821     126.269     -74.745      20.633
     271.942     125.987     -74.657      20.630
     281.063     125.699     -74.570      20.626
     290.184     125.415     -74.482      20.623
     299.296     125.126     -74.395      20.620
     308.419     124.841     -74.307      20.616
     317.541     124.549     -74.220      20.613
     326.664     124.263     -74.132      20.609
     335.778     123.971     -74.045      20.606
     344.902     123.672     -73.957      20.602
     354.016     123.378     -73.870      20.598
     -74.451     145.136     -77.983      20.796
     -65.324     144.885     -77.896      20.795
     -56.197     144.638     -77.808      20.794
     -47.080     144.396     -77.720      20.793
     -37.952     144.148     -77.633      20.791
     -28.825     143.894     -77.545      20.790
     -19.707     143.645     -77.457      20.788
     -10.579     143.389     -77.370      20.787
      -1.461     143.138     -77.282      20.785
       7.667     142.882     -77.194      20.783
      16.796     142.629     -77.107      20.782
      25.914     142.371     -77.019      20.780
      35.033     142.118     -76.931      20.778
      44.162     141.858     -76.844      20.776
      53.280     141.592     -76.756      20.774
      62.410     141.331     -76.668      20.772
      71.530     141.075     -76.581      20.770
      80.650     140.813     -76.493      20.768
      89.780     140.545     -76.406      20.766
      98.900     140.281     -76.318      20.764
     108.021     140.011     -76.230      20.761
     117.142     139.746     -76.143      20.759
     126.273     139.486     -76.055      20.757
     135.395     139.209     -75.967      20.754
     144.516     138.947     -75.880      20.752
     153.638     138.669     -75.792      20.749
     162.761     138.395     -75.705      20.747
     171.883     138.126     -75.617      20.744
     181.005     137.851     -75.529      20.741
     190.129     137.580     -75.442      20.739
     199.252     137.304     -75.354      20.736
     208.376     137.021     -75.267      20.733
     217.490     136.743     -75.179      20.730
     226.615     136.470     -75.091      20.727
     235.739     136.191     -75.004      20.724
     244.865     135.905     -74.916      20.721
     253.980     135.625     -74.829      20.718
     263.105     135.338     -74.741      20.715
     272.222     135.056     -74.654      20.712
     281.349     134.768     -74.566      20.708
     290.465     134.484     -74.479      20.705
     299.593     134.195     -74.391      20.701
     308.711     133.910     -74.303      20.698
     317.828     133.619     -74.216      20.695
     326.957     133.333     -74.128      20.691
     336.076     133.041     -74.041      20.688
     345.196     132.743     -73.953      20.684
     354.315     132.449     -73.866      20.680
     -74.196     154.212     -77.982      20.878
     -65.074     153.960     -77.894      20.877
     -55.952     153.714     -77.807      20.876
     -46.829     153.461     -77.719      20.875
     -37.707     153.213     -77.631      20.873
     -28.573     152.970     -77.543      20.872
     -19.450     152.709     -77.456      20.870
     -10.326     152.465     -77.368      20.869
      -1.203     152.214     -77.280      20.867
       7.921     151.957     -77.192      20.865
      17.044     151.694     -77.105      20.864
      26.168     151.447     -77.017      20.862
      35.292     151.183     -76.929      20.860
      44.417     150.923     -76.842      20.858
      53.541     150.669     -76.754      20.856
      62.666     150.408     -76.666      20.854
      71.791     150.141     -76.579      20.852
      80.917     149.879     -76.491      20.850
      90.042     149.621     -76.403      20.848
      99.168     149.347     -76.315      20.846
     108.294     149.088     -76.228      20.843
     117.410     148.823     -76.140      20.841
     126.537     148.552     -76.052      20.839
     135.663     148.286     -75.965      20.836
     144.791     148.014     -75.877      20.834
     153.908     147.746     -75.789      20.831
     163.036     147.473     -75.702      20.829
     172.153     147.193     -75.614      20.826
     181.282     146.918     -75.526      20.823
     190.399     146.647     -75.439      20.820
     199.529     146.371     -75.351      20.818
     208.648     146.089     -75.264      20.815
     217.777     145.811     -75.176      20.812
     226.897     145.538     -75.088      20.809
     236.017     145.259     -75.001      20.806
     245.148     144.974     -74.913      20.803
     254.269     144.693     -74.825      20.800
     263.390     144.407     -74.738      20.797
     272.512     144.125     -74.650      20.793
     281.634     143.837     -74.563      20.790
     290.756     143.554     -74.475      20.787
     299.879     143.264     -74.387      20.783
     309.002     142.980     -74.300      20.780
     318.126     142.689     -74.212      20.777
     327.249     142.392     -74.125      20.773
     336.374     142.100     -74.037      20.769
     345.489     141.813     -73.950      20.766
     354.614     141.520     -73.862      20.762
     -73.951     163.276     -77.981      20.960
     -64.834     163.036     -77.893      20.959
     -55.706     162.789     -77.805      20.958
     -46.578     162.536     -77.717      20.956
     -37.450     162.288     -77.630      20.955
     -28.322     162.034     -77.542      20.954
     -19.203     161.785     -77.454      20.952
     -10.075     161.530     -77.366      20.951
      -0.945     161.279     -77.278      20.949
       8.174     161.022     -77.191      20.947
      17.303     160.770     -77.103      20.945
      26.432     160.512     -77.015      20.944
      35.552     160.259     -76.927      20.942
      44.681     160.000     -76.840      20.940
      53.811     159.734     -76.752      20.938
      62.931     159.474     -76.664      20.936
      72.062     159.218     -76.576      20.934
      81.182     158.956     -76.489      20.932
      90.313     158.687     -76.401      20.930
      99.434     158.424     -76.313      20.927
     108.556     158.154     -76.225      20.925
     117.688     157.890     -76.138      20.923
     126.810     157.619     -76.050      20.920
     135.932     157.353     -75.962      20.918
     145.055     157.081     -75.874      20.916
     154.187     156.813     -75.787      20.913
     163.310     156.540     -75.699      20.910
     172.434     156.271     -75.611      20.908
     181.557     155.996     -75.524      20.905
     190.681     155.715     -75.436      20.902
     199.805     155.439     -75.348      20.900
     208.930     155.167     -75.260      20.897
     218.055     154.890     -75.173      20.894
     227.180     154.606     -75.085      20.891
     236.306     154.327     -74.997      20.888
     245.432     154.042     -74.910      20.885
     254.548     153.762     -74.822      20.882
     263.675     153.475     -74.734      20.878
     272.802     153.194     -74.647      20.875
     281.919     152.906     -74.559      20.872
     291.047     152.623     -74.471      20.869
     300.175     152.334     -74.384      20.865
     309.294     152.050     -74.296      20.862
     318.423     151.759     -74.208      20.858
     327.542     151.463     -74.121      20.855
     336.661     151.171     -74.033      20.851
     345.791     150.884     -73.946      20.848
     354.912     150.591     -73.858      20.844
     -73.707     172.352     -77.979      21.042
     -64.584     172.111     -77.892      21.041
     -55.450     171.865     -77.804      21.040
     -46.327     171.612     -77.716      21.038
     -37.204     171.364     -77.628      21.037
     -28.070     171.110     -77.540      21.036
     -18.946     170.861     -77.452      21.034
      -9.823     170.606     -77.365      21.032
      -0.688     170.355     -77.277      21.031
       8.437     170.099     -77.189      21.029
      17.561     169.847     -77.101      21.028
      26.686     169.589     -77.013      21.026
      35.810     169.325     -76.925      21.024
      44.946     169.065     -76.838      21.022
      54.071     168.811     -76.750      21.020
      63.197     168.550     -76.662      21.018
      72.323     168.284     -76.574      21.016
      81.449     168.022     -76.486      21.014
      90.575     167.765     -76.398      21.012
      99.702     167.490     -76.311      21.009
     108.828     167.232     -76.223      21.007
     117.955     166.956     -76.135      21.005
     127.083     166.697     -76.047      21.003
     136.210     166.431     -75.960      21.000
     145.328     166.159     -75.872      20.998
     154.456     165.880     -75.784      20.995
     163.585     165.607     -75.696      20.992
     172.714     165.338     -75.608      20.990
     181.832     165.064     -75.521      20.987
     190.962     164.794     -75.433      20.984
     200.081     164.518     -75.345      20.982
     209.211     164.236     -75.257      20.979
     218.342     163.958     -75.170      20.976
     227.462     163.674     -75.082      20.973
     236.583     163.396     -74.994      20.970
     245.714     163.111     -74.906      20.967
     254.836     162.831     -74.819      20.964
     263.958     162.544     -74.731      20.960
     273.090     162.263     -74.643      20.957
     282.214     161.976     -74.555      20.954
     291.337     161.693     -74.468      20.951
     300.461     161.404     -74.380      20.947
     309.584     161.120     -74.292      20.944
     318.709     160.830     -74.205      20.940
     327.834     160.533     -74.117      20.937
     336.959     160.242     -74.029      20.933
     346.084     159.955     -73.942      20.930
     355.210     159.662     -73.854      20.926
     -73.462     181.427     -77.978      21.124
     -64.334     181.176     -77.890      21.123
     -55.206     180.930     -77.802      21.122
     -46.077     180.688     -77.714      21.121
     -36.948     180.440     -77.626      21.119
     -27.819     180.186     -77.538      21.118
     -18.689     179.937     -77.451      21.116
      -9.570     179.682     -77.363      21.115
      -0.441     179.432     -77.275      21.113
       8.689     179.175     -77.187      21.111
      17.819     178.912     -77.099      21.109
      26.949     178.666     -77.011      21.108
      36.069     178.402     -76.923      21.106
      45.200     178.142     -76.836      21.104
      54.331     177.888     -76.748      21.102
      63.462     177.627     -76.660      21.100
      72.583     177.361     -76.572      21.098
      81.714     177.099     -76.484      21.096
      90.836     176.831     -76.396      21.094
      99.968     176.568     -76.308      21.091
     109.090     176.299     -76.220      21.089
     118.223     176.034     -76.133      21.087
     127.345     175.763     -76.045      21.084
     136.478     175.498     -75.957      21.082
     145.601     175.226     -75.869      21.080
     154.724     174.959     -75.781      21.077
     163.859     174.685     -75.693      21.074
     172.983     174.417     -75.606      21.072
     182.107     174.131     -75.518      21.069
     191.242     173.862     -75.430      21.066
     200.367     173.586     -75.342      21.063
     209.492     173.304     -75.254      21.061
     218.619     173.026     -75.166      21.058
     227.744     172.754     -75.079      21.055
     236.871     172.465     -74.991      21.052
     245.997     172.191     -74.903      21.049
     255.124     171.911     -74.815      21.046
     264.252     171.625     -74.728      21.042
     273.380     171.333     -74.640      21.039
     282.497     171.056     -74.552      21.036
     291.626     170.763     -74.464      21.032
     300.755     170.474     -74.376      21.029
     309.875     170.190     -74.289      21.026
     319.005     169.900     -74.201      21.022
     328.135     169.604     -74.113      21.019
     337.255     169.313     -74.025      21.015
     346.376     169.026     -73.938      21.011
     355.508     168.733     -73.850      21.008
     -73.219     190.504     -77.977      21.206
     -64.085     190.252     -77.889      21.205
     -54.960     190.006     -77.801      21.204
     -45.826     189.764     -77.713      21.202
     -36.702     189.517     -77.625      21.201
     -27.568     189.263     -77.537      21.200
     -18.443     189.014     -77.449      21.198
      -9.308     188.759     -77.361      21.197
      -0.184     188.508     -77.273      21.195
       8.941     188.252     -77.185      21.193
      18.077     187.989     -77.097      21.191
      27.202     187.731     -77.009      21.190
      36.338     187.478     -76.921      21.188
      45.465     187.219     -76.833      21.186
      54.590     186.954     -76.745      21.184
      63.716     186.694     -76.658      21.182
      72.853     186.438     -76.570      21.180
      81.980     186.176     -76.482      21.178
      91.107     185.909     -76.394      21.176
     100.234     185.646     -76.306      21.173
     109.362     185.377     -76.218      21.171
     118.490     185.112     -76.130      21.169
     127.618     184.842     -76.042      21.166
     136.746     184.576     -75.954      21.164
     145.874     184.304     -75.866      21.162
     155.003     184.026     -75.779      21.159
     164.133     183.764     -75.691      21.156
     173.262     183.485     -75.603      21.154
     182.392     183.210     -75.515      21.151
     191.512     182.930     -75.427      21.148
     200.642     182.654     -75.339      21.145
     209.774     182.383     -75.251      21.143
     218.894     182.106     -75.163      21.140
     228.026     181.823     -75.076      21.137
     237.157     181.545     -74.988      21.134
     246.279     181.260     -74.900      21.131
     255.412     180.981     -74.812      21.128
     264.535     180.695     -74.724      21.124
     273.668     180.414     -74.636      21.121
     282.792     180.126     -74.548      21.118
     291.915     179.833     -74.461      21.114
     301.039     179.555     -74.373      21.111
     310.175     179.261     -74.285      21.108
     319.300     178.971     -74.197      21.104
     328.425     178.686     -74.109      21.101
     337.551     178.384     -74.021      21.097
     346.678     178.098     -73.934      21.093
     355.804     177.805     -73.846      21.090
     -72.975     199.580     -77.975      21.288
     -63.845     199.329     -77.887      21.287
     -54.706     199.082     -77.799      21.286
     -45.577     198.841     -77.711      21.285
     -36.446     198.593     -77.623      21.283
     -27.317     198.340     -77.535      21.282
     -18.187     198.091     -77.447      21.280
      -9.057     197.835     -77.359      21.278
       0.074     197.585     -77.271      21.277
       9.205     197.329     -77.183      21.275
      18.335     197.066     -77.095      21.273
      27.466     196.809     -77.007      21.272
      36.597     196.556     -76.919      21.270
      45.718     196.297     -76.831      21.268
      54.849     196.032     -76.743      21.266
      63.981     195.771     -76.655      21.264
      73.113     195.516     -76.567      21.262
      82.245     195.254     -76.479      21.260
      91.367     194.987     -76.392      21.258
     100.501     194.724     -76.303      21.255
     109.633     194.455     -76.215      21.253
     118.756     194.190     -76.128      21.251
     127.890     193.920     -76.040      21.248
     137.024     193.643     -75.952      21.246
     146.147     193.383     -75.864      21.243
     155.282     193.105     -75.776      21.241
     164.407     192.832     -75.688      21.238
     173.531     192.564     -75.600      21.236
     182.666     192.290     -75.512      21.233
     191.791     192.009     -75.424      21.230
     200.928     191.734     -75.336      21.227
     210.054     191.452     -75.248      21.225
     219.180     191.175     -75.160      21.222
     228.306     190.903     -75.072      21.219
     237.434     190.614     -74.984      21.216
     246.561     190.341     -74.896      21.213
     255.699     190.050     -74.809      21.209
     264.828     189.764     -74.721      21.206
     273.946     189.483     -74.633      21.203
     283.075     189.197     -74.545      21.200
     292.204     188.914     -74.457      21.196
     301.334     188.626     -74.369      21.193
     310.465     188.332     -74.281      21.190
     319.595     188.042     -74.193      21.186
     328.716     187.757     -74.105      21.183
     337.847     187.466     -74.018      21.179
     346.979     187.169     -73.930      21.175
     356.101     186.877     -73.842      21.171
     -72.720     208.657     -77.974      21.370
     -63.596     208.417     -77.886      21.369
     -54.461     208.170     -77.798      21.368
     -45.326     207.918     -77.710      21.367
     -36.202     207.670     -77.622      21.365
     -27.066     207.416     -77.534      21.364
     -17.931     207.168     -77.446      21.362
      -8.805     206.913     -77.358      21.361
       0.331     206.662     -77.270      21.359
       9.456     206.406     -77.182      21.357
      18.592     206.144     -77.093      21.355
      27.718     205.886     -77.005      21.354
      36.855     205.633     -76.917      21.352
      45.982     205.374     -76.829      21.350
      55.118     205.109     -76.741      21.348
      64.246     204.849     -76.653      21.346
      73.373     204.594     -76.565      21.344
      82.511     204.321     -76.477      21.342
      91.638     204.065     -76.389      21.340
     100.766     203.791     -76.301      21.337
     109.895     203.533     -76.213      21.335
     119.033     203.258     -76.125      21.333
     128.161     202.999     -76.037      21.330
     137.291     202.722     -75.949      21.328
     146.420     202.451     -75.861      21.325
     155.549     202.184     -75.773      21.323
     164.680     201.911     -75.685      21.320
     173.810     201.633     -75.597      21.318
     182.940     201.358     -75.509      21.315
     192.071     201.089     -75.421      21.312
     201.202     200.814     -75.333      21.309
     210.334     200.532     -75.245      21.306
     219.466     200.256     -75.157      21.304
     228.588     199.973     -75.069      21.301
     237.720     199.695     -74.981      21.298
     246.854     199.410     -74.893      21.295
     255.976     199.131     -74.805      21.291
     265.110     198.846     -74.717      21.288
     274.244     198.565     -74.629      21.285
     283.368     198.278     -74.541      21.282
     292.493     197.985     -74.453      21.278
     301.628     197.697     -74.365      21.275
     310.754     197.414     -74.277      21.271
     319.890     197.124     -74.189      21.268
     329.016     196.829     -74.102      21.264
     338.142     196.538     -74.014      21.261
     347.270     196.241     -73.926      21.257
     356.397     195.949     -73.838      21.253
     -72.477     217.734     -77.973      21.452
     -63.346     217.494     -77.885      21.451
     -54.217     217.247     -77.797      21.450
     -45.076     216.995     -77.708      21.448
     -35.946     216.747     -77.620      21.447
     -26.815     216.494     -77.532      21.446
     -17.685     216.245     -77.444      21.444
      -8.554     215.990     -77.356      21.442
       0.587     215.740     -77.268      21.441
       9.718     215.484     -77.180      21.439
      18.850     215.221     -77.091      21.437
      27.981     214.964     -77.003      21.436
      37.113     214.711     -76.915      21.434
      46.245     214.452     -76.827      21.432
      55.377     214.187     -76.739      21.430
      64.510     213.927     -76.651      21.428
      73.643     213.672     -76.563      21.426
      82.775     213.400     -76.475      21.424
      91.908     213.143     -76.387      21.422
     101.032     212.881     -76.299      21.419
     110.165     212.612     -76.211      21.417
     119.299     212.337     -76.122      21.415
     128.433     212.078     -76.034      21.412
     137.557     211.802     -75.946      21.410
     146.692     211.530     -75.858      21.407
     155.827     211.264     -75.770      21.405
     164.953     210.991     -75.682      21.402
     174.088     210.712     -75.594      21.400
     183.214     210.438     -75.506      21.397
     192.350     210.169     -75.418      21.394
     201.476     209.883     -75.330      21.391
     210.614     209.613     -75.242      21.389
     219.741     209.336     -75.154      21.386
     228.878     209.053     -75.066      21.383
     238.006     208.776     -74.978      21.380
     247.134     208.491     -74.890      21.376
     256.262     208.201     -74.802      21.373
     265.392     207.927     -74.714      21.370
     274.531     207.636     -74.626      21.367
     283.661     207.349     -74.538      21.364
     292.791     207.067     -74.450      21.360
     301.921     206.779     -74.362      21.357
     311.053     206.485     -74.274      21.353
     320.174     206.196     -74.186      21.350
     329.305     205.912     -74.098      21.346
     338.437     205.610     -74.010      21.343
     347.570     205.325     -73.922      21.339
     356.693     205.022     -73.834      21.335
     -72.232     226.822     -77.971      21.535
     -63.098     226.571     -77.883      21.533
     -53.962     226.325     -77.795      21.532
     -44.827     226.072     -77.707      21.531
     -35.701     225.825     -77.619      21.529
     -26.565     225.571     -77.531      21.528
     -17.429     225.323     -77.442      21.526
      -8.293     225.068     -77.354      21.524
       0.834     224.818     -77.266      21.523
       9.970     224.562     -77.178      21.521
