              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
      19.107     224.311     -77.090      21.520
      28.233     224.053     -77.002      21.518
      37.371     223.790     -76.913      21.516
      46.508     223.531     -76.825      21.514
      55.636     223.266     -76.737      21.512
      64.773     223.006     -76.649      21.510
      73.901     222.751     -76.561      21.508
      83.039     222.479     -76.473      21.506
      92.168     222.222     -76.384      21.504
     101.307     221.960     -76.296      21.501
     110.436     221.691     -76.208      21.499
     119.565     221.416     -76.120      21.497
     128.705     221.146     -76.032      21.494
     137.834     220.881     -75.944      21.492
     146.964     220.610     -75.856      21.489
     156.094     220.344     -75.768      21.487
     165.236     220.071     -75.679      21.484
     174.366     219.792     -75.591      21.482
     183.498     219.519     -75.503      21.479
     192.629     219.239     -75.415      21.476
     201.761     218.964     -75.327      21.473
     210.893     218.693     -75.239      21.471
     220.025     218.406     -75.151      21.468
     229.159     218.134     -75.063      21.465
     238.292     217.846     -74.975      21.462
     247.415     217.573     -74.886      21.458
     256.549     217.283     -74.798      21.455
     265.684     216.998     -74.710      21.452
     274.818     216.718     -74.622      21.449
     283.943     216.431     -74.534      21.446
     293.079     216.139     -74.446      21.442
     302.204     215.851     -74.358      21.439
     311.341     215.568     -74.270      21.435
     320.467     215.279     -74.182      21.432
     329.604     214.984     -74.094      21.428
     338.732     214.694     -74.006      21.425
     347.870     214.397     -73.918      21.421
     356.998     214.105     -73.830      21.417
     -71.989     235.900     -77.970      21.617
     -62.848     235.649     -77.882      21.615
     -53.718     235.402     -77.794      21.614
     -44.577     235.161     -77.705      21.613
     -35.446     234.903     -77.617      21.611
     -26.315     234.660     -77.529      21.610
     -17.173     234.401     -77.441      21.608
      -8.042     234.146     -77.352      21.607
       1.090     233.896     -77.264      21.605
      10.232     233.640     -77.176      21.603
      19.364     233.389     -77.088      21.601
      28.496     233.132     -76.999      21.600
      37.628     232.868     -76.911      21.598
      46.761     232.609     -76.823      21.596
      55.904     232.356     -76.735      21.594
      65.037     232.085     -76.647      21.592
      74.170     231.830     -76.558      21.590
      83.304     231.569     -76.470      21.588
      92.437     231.301     -76.382      21.586
     101.572     231.039     -76.294      21.583
     110.707     230.771     -76.206      21.581
     119.841     230.496     -76.117      21.579
     128.976     230.237     -76.029      21.576
     138.100     229.961     -75.941      21.574
     147.236     229.690     -75.853      21.571
     156.371     229.424     -75.765      21.569
     165.508     229.151     -75.676      21.566
     174.644     228.873     -75.588      21.564
     183.771     228.599     -75.500      21.561
     192.907     228.319     -75.412      21.558
     202.035     228.044     -75.324      21.555
     211.172     227.763     -75.236      21.552
     220.310     227.487     -75.147      21.549
     229.438     227.205     -75.059      21.546
     238.567     226.927     -74.971      21.544
     247.706     226.644     -74.883      21.540
     256.835     226.365     -74.795      21.537
     265.975     226.080     -74.707      21.534
     275.105     225.800     -74.619      21.531
     284.235     225.514     -74.531      21.528
     293.366     225.221     -74.442      21.524
     302.497     224.934     -74.354      21.521
     311.629     224.640     -74.266      21.517
     320.761     224.351     -74.178      21.514
     329.893     224.067     -74.090      21.510
     339.026     223.766     -74.002      21.507
     348.159     223.481     -73.914      21.503
     357.293     223.179     -73.826      21.499
     -71.735     244.978     -77.969      21.698
     -62.600     244.738     -77.880      21.697
     -53.463     244.492     -77.792      21.696
     -44.327     244.239     -77.704      21.695
     -35.191     243.992     -77.616      21.693
     -26.064     243.739     -77.527      21.692
     -16.928     243.490     -77.439      21.690
      -7.791     243.236     -77.351      21.689
       1.346     242.975     -77.262      21.687
      10.483     242.730     -77.174      21.685
      19.621     242.468     -77.086      21.684
      28.759     242.210     -76.997      21.682
      37.886     241.958     -76.909      21.680
      47.024     241.689     -76.821      21.678
      56.163     241.435     -76.733      21.676
      65.301     241.175     -76.644      21.674
      74.429     240.909     -76.556      21.672
      83.568     240.648     -76.468      21.670
      92.697     240.381     -76.380      21.668
     101.837     240.119     -76.291      21.665
     110.976     239.850     -76.203      21.663
     120.106     239.587     -76.115      21.661
     129.246     239.317     -76.027      21.658
     138.377     239.041     -75.938      21.656
     147.508     238.770     -75.850      21.653
     156.648     238.504     -75.762      21.651
     165.780     238.232     -75.674      21.648
     174.911     237.954     -75.586      21.646
     184.053     237.680     -75.497      21.643
     193.186     237.401     -75.409      21.640
     202.318     237.126     -75.321      21.637
     211.451     236.845     -75.233      21.634
     220.584     236.569     -75.144      21.632
     229.718     236.286     -75.056      21.628
     238.851     236.009     -74.968      21.625
     247.986     235.726     -74.880      21.622
     257.120     235.447     -74.792      21.619
     266.255     235.162     -74.703      21.616
     275.391     234.872     -74.615      21.613
     284.527     234.586     -74.527      21.610
     293.663     234.304     -74.439      21.606
     302.789     234.017     -74.351      21.603
     311.927     233.724     -74.262      21.599
     321.064     233.435     -74.174      21.596
     330.192     233.140     -74.086      21.592
     339.330     232.850     -73.998      21.589
     348.458     232.554     -73.910      21.585
     357.587     232.263     -73.822      21.581
     -71.492     254.067     -77.967      21.781
     -62.351     253.816     -77.879      21.779
     -53.220     253.570     -77.791      21.778
     -44.078     253.318     -77.702      21.777
     -34.946     253.071     -77.614      21.775
     -25.804     252.818     -77.526      21.774
     -16.673     252.569     -77.437      21.772
      -7.530     252.314     -77.349      21.771
       1.602     252.065     -77.261      21.769
      10.744     251.809     -77.172      21.767
      19.877     251.547     -77.084      21.765
      29.010     251.290     -76.996      21.764
      38.153     251.037     -76.907      21.762
      47.286     250.779     -76.819      21.760
      56.420     250.514     -76.731      21.758
      65.564     250.255     -76.642      21.756
      74.698     249.989     -76.554      21.754
      83.832     249.728     -76.466      21.752
      92.967     249.461     -76.377      21.750
     102.101     249.199     -76.289      21.747
     111.236     248.931     -76.201      21.745
     120.371     248.667     -76.112      21.743
     129.517     248.398     -76.024      21.740
     138.653     248.122     -75.936      21.738
     147.789     247.851     -75.847      21.735
     156.925     247.585     -75.759      21.733
     166.052     247.313     -75.671      21.730
     175.188     247.035     -75.583      21.728
     184.326     246.761     -75.494      21.725
     193.464     246.482     -75.406      21.722
     202.601     246.207     -75.318      21.719
     211.729     245.927     -75.229      21.716
     220.868     245.651     -75.141      21.713
     230.007     245.369     -75.053      21.711
     239.136     245.092     -74.965      21.708
     248.275     244.808     -74.876      21.704
     257.405     244.530     -74.788      21.701
     266.546     244.245     -74.700      21.698
     275.676     243.954     -74.612      21.695
     284.818     243.669     -74.523      21.691
     293.949     243.388     -74.435      21.688
     303.081     243.090     -74.347      21.685
     312.214     242.807     -74.259      21.681
     321.356     242.519     -74.171      21.678
     330.489     242.224     -74.082      21.674
     339.622     241.935     -73.994      21.671
     348.757     241.639     -73.906      21.667
     357.891     241.348     -73.818      21.663
     -71.249     263.157     -77.966      21.863
     -62.113     262.906     -77.878      21.861
     -52.965     262.660     -77.789      21.860
     -43.829     262.408     -77.701      21.859
     -34.691     262.161     -77.612      21.857
     -25.555     261.908     -77.524      21.856
     -16.417     261.659     -77.436      21.854
      -7.280     261.405     -77.347      21.853
       1.858     261.144     -77.259      21.851
      10.995     260.888     -77.170      21.849
      20.133     260.637     -77.082      21.848
      29.272     260.380     -76.994      21.846
      38.410     260.117     -76.905      21.844
      47.549     259.859     -76.817      21.842
      56.688     259.605     -76.728      21.840
      65.827     259.335     -76.640      21.838
      74.956     259.080     -76.552      21.836
      84.095     258.808     -76.463      21.834
      93.235     258.552     -76.375      21.832
     102.376     258.279     -76.286      21.829
     111.506     258.011     -76.198      21.827
     120.646     257.748     -76.110      21.825
     129.787     257.478     -76.021      21.822
     138.918     257.214     -75.933      21.820
     148.059     256.943     -75.845      21.817
     157.191     256.666     -75.756      21.815
     166.333     256.394     -75.668      21.812
     175.466     256.116     -75.580      21.810
     184.608     255.843     -75.491      21.807
     193.741     255.575     -75.403      21.804
     202.874     255.289     -75.315      21.801
     212.017     255.020     -75.226      21.799
     221.151     254.733     -75.138      21.795
     230.286     254.451     -75.050      21.792
     239.420     254.174     -74.961      21.789
     248.565     253.891     -74.873      21.786
     257.701     253.613     -74.785      21.783
     266.836     253.329     -74.696      21.780
     275.972     253.038     -74.608      21.777
     285.099     252.752     -74.520      21.774
     294.235     252.472     -74.432      21.770
     303.373     252.174     -74.343      21.767
     312.510     251.892     -74.255      21.763
     321.648     251.592     -74.167      21.760
     330.787     251.309     -74.078      21.756
     339.916     251.009     -73.990      21.753
     349.055     250.724     -73.902      21.749
     358.185     250.422     -73.814      21.745
     -70.996     272.236     -77.965      21.945
     -61.864     271.985     -77.876      21.943
     -52.722     271.740     -77.788      21.942
     -43.580     271.499     -77.699      21.941
     -34.448     271.241     -77.611      21.939
     -25.305     270.987     -77.522      21.938
     -16.162     270.739     -77.434      21.936
      -7.030     270.484     -77.345      21.935
       2.113     270.235     -77.257      21.933
      11.256     269.979     -77.169      21.931
      20.390     269.717     -77.080      21.930
      29.533     269.460     -76.992      21.928
      38.667     269.208     -76.903      21.926
      47.811     268.950     -76.815      21.924
      56.945     268.686     -76.726      21.922
      66.089     268.426     -76.638      21.920
      75.224     268.161     -76.549      21.918
      84.359     267.900     -76.461      21.916
      93.504     267.633     -76.372      21.914
     102.639     267.371     -76.284      21.912
     111.775     267.103     -76.196      21.909
     120.921     266.829     -76.107      21.907
     130.057     266.560     -76.019      21.904
     139.194     266.295     -75.930      21.902
     148.330     266.025     -75.842      21.899
     157.467     265.748     -75.754      21.897
     166.604     265.476     -75.665      21.894
     175.742     265.210     -75.577      21.892
     184.879     264.925     -75.488      21.889
     194.018     264.657     -75.400      21.886
     203.156     264.372     -75.312      21.883
     212.296     264.103     -75.223      21.881
     221.434     263.816     -75.135      21.878
     230.574     263.534     -75.046      21.875
     239.704     263.257     -74.958      21.872
     248.844     262.974     -74.870      21.868
     257.985     262.696     -74.781      21.865
     267.116     262.412     -74.693      21.862
     276.257     262.122     -74.605      21.859
     285.389     261.836     -74.516      21.855
     294.531     261.545     -74.428      21.852
     303.664     261.258     -74.340      21.849
     312.807     260.976     -74.251      21.845
     321.940     260.677     -74.163      21.842
     331.073     260.394     -74.075      21.838
     340.218     260.094     -73.986      21.834
     349.352     259.798     -73.898      21.831
     358.487     259.508     -73.810      21.827
     -70.753     281.327     -77.963      22.027
     -61.616     281.076     -77.875      22.025
     -52.468     280.830     -77.786      22.024
     -43.331     280.578     -77.698      22.023
     -34.193     280.332     -77.609      22.021
     -25.055     280.078     -77.521      22.020
     -15.907     279.830     -77.432      22.018
      -6.769     279.576     -77.344      22.017
       2.368     279.315     -77.255      22.015
      11.507     279.071     -77.167      22.014
      20.646     278.809     -77.078      22.012
      29.784     278.552     -76.990      22.010
      38.934     278.289     -76.901      22.008
      48.073     278.031     -76.813      22.006
      57.213     277.778     -76.724      22.004
      66.352     277.507     -76.636      22.002
      75.492     277.253     -76.547      22.000
      84.632     276.981     -76.459      21.998
      93.772     276.725     -76.370      21.996
     102.903     276.453     -76.282      21.993
     112.044     276.185     -76.193      21.991
     121.185     275.922     -76.105      21.989
     130.327     275.652     -76.016      21.986
     139.469     275.377     -75.928      21.984
     148.600     275.107     -75.839      21.982
     157.742     274.841     -75.751      21.979
     166.885     274.570     -75.662      21.976
     176.018     274.292     -75.574      21.974
     185.162     274.019     -75.485      21.971
     194.294     273.740     -75.397      21.968
     203.438     273.466     -75.309      21.965
     212.573     273.185     -75.220      21.962
     221.717     272.910     -75.132      21.960
     230.852     272.629     -75.043      21.957
     239.987     272.341     -74.955      21.954
     249.133     272.058     -74.866      21.950
     258.269     271.780     -74.778      21.947
     267.405     271.496     -74.689      21.944
     276.542     271.206     -74.601      21.941
     285.678     270.921     -74.513      21.938
     294.816     270.629     -74.424      21.934
     303.954     270.343     -74.336      21.931
     313.093     270.050     -74.247      21.927
     322.231     269.762     -74.159      21.924
     331.370     269.468     -74.071      21.920
     340.510     269.180     -73.982      21.917
     349.650     268.884     -73.894      21.913
     358.780     268.594     -73.806      21.909
     -70.510     290.418     -77.962      22.109
     -61.367     290.167     -77.873      22.108
     -52.225     289.922     -77.785      22.106
     -43.082     289.670     -77.696      22.105
     -33.939     289.423     -77.608      22.104
     -24.796     289.170     -77.519      22.102
     -15.653     288.911     -77.430      22.100
      -6.520     288.667     -77.342      22.099
       2.624     288.407     -77.253      22.097
      11.767     288.151     -77.165      22.096
      20.911     287.901     -77.076      22.094
      30.045     287.644     -76.988      22.092
      39.190     287.381     -76.899      22.090
      48.335     287.123     -76.811      22.088
      57.469     286.859     -76.722      22.086
      66.614     286.600     -76.633      22.084
      75.749     286.334     -76.545      22.082
      84.895     286.074     -76.456      22.080
      94.031     285.807     -76.368      22.078
     103.177     285.545     -76.279      22.076
     112.313     285.278     -76.191      22.073
     121.460     285.004     -76.102      22.071
     130.596     284.735     -76.014      22.069
     139.733     284.470     -75.925      22.066
     148.880     284.200     -75.837      22.064
     158.018     283.924     -75.748      22.061
     167.156     283.652     -75.660      22.058
     176.294     283.375     -75.571      22.056
     185.432     283.102     -75.482      22.053
     194.582     282.823     -75.394      22.050
     203.721     282.549     -75.305      22.047
     212.860     282.269     -75.217      22.045
     221.999     281.994     -75.128      22.042
     231.140     281.713     -75.040      22.039
     240.280     281.425     -74.951      22.035
     249.411     281.142     -74.863      22.032
     258.553     280.865     -74.774      22.029
     267.694     280.581     -74.686      22.026
     276.836     280.291     -74.598      22.023
     285.968     280.006     -74.509      22.020
     295.111     279.725     -74.421      22.016
     304.255     279.428     -74.332      22.013
     313.388     279.147     -74.244      22.009
     322.532     278.848     -74.155      22.006
     331.666     278.554     -74.067      22.002
     340.811     278.266     -73.978      21.999
     349.947     277.971     -73.890      21.995
     359.082     277.681     -73.801      21.991
     -70.257     299.499     -77.961      22.191
     -61.120     299.259     -77.872      22.190
     -51.972     299.002     -77.783      22.188
     -42.834     298.762     -77.695      22.187
     -33.685     298.504     -77.606      22.185
     -24.547     298.262     -77.518      22.184
     -15.409     298.003     -77.429      22.183
      -6.260     297.748     -77.340      22.181
       2.879     297.499     -77.252      22.179
      12.028     297.244     -77.163      22.178
      21.167     296.982     -77.074      22.176
      30.306     296.725     -76.986      22.174
      39.446     296.473     -76.897      22.172
      48.596     296.205     -76.808      22.170
      57.736     295.952     -76.720      22.168
      66.876     295.692     -76.631      22.166
      76.017     295.427     -76.543      22.164
      85.157     295.156     -76.454      22.162
      94.298     294.900     -76.365      22.160
     103.439     294.628     -76.277      22.158
     112.581     294.360     -76.188      22.155
     121.723     294.097     -76.100      22.153
     130.865     293.828     -76.011      22.151
     140.007     293.553     -75.922      22.148
     149.150     293.283     -75.834      22.146
     158.293     293.018     -75.745      22.143
     167.436     292.736     -75.657      22.140
     176.569     292.469     -75.568      22.138
     185.713     292.185     -75.479      22.135
     194.857     291.918     -75.391      22.132
     203.992     291.633     -75.302      22.129
     213.137     291.364     -75.214      22.127
     222.282     291.078     -75.125      22.124
     231.417     290.797     -75.037      22.121
     240.563     290.520     -74.948      22.118
     249.700     290.238     -74.860      22.115
     258.846     289.949     -74.771      22.111
     267.982     289.666     -74.683      22.108
     277.120     289.376     -74.594      22.105
     286.257     289.091     -74.506      22.101
     295.406     288.811     -74.417      22.098
     304.544     288.514     -74.328      22.095
     313.683     288.233     -74.240      22.091
     322.823     287.934     -74.151      22.088
     331.962     287.641     -74.063      22.084
     341.102     287.352     -73.974      22.080
     350.243     287.057     -73.886      22.077
     359.384     286.768     -73.797      22.073
