THIS FILE CREATED 13:05:27 31-Mar-9
90010800 192  84  55  15 100.0
  60  34   3   4
 .0500
 .1500
 .2500
 .3500
 .4500
 .5500
 .6500
 .7400
 .8100
 .8650
 .9100
 .9450
 .9700
 .9850
 .9950
 7970 01870 09122 26537
 7368 02476 10507 27042
 6594 03325 14315 27049
 5733 04372 20956 26559
 4872 05554 28961 26573
 4012 06917 38360 26094
 3151 08541 48566 26109
 2291 10610 54369 26610
 1430 13626 54567 27099
90010800 62 37 1013.4 0.00 1
 9830 00239 06335 21509
10000 00105 05541 00000
 9250 00715 05752 24525
 8500 01376 07540 26531
 7000 02877 11710 27044
 5000 05384 26758 26571
 4000 06957 37959 26093
 3000 08883 49764 26106
 9786 00274 06533 21509
 9697 00345 06931 21512
 9565 00453 05746 22518
 9344 00636 05751 24024
 9035 00899 05754 25528
 8638 01251 06941 26529
 8152 01701 08537 26534
 7534 02311 09711 27039
 6739 03167 12710 27047
 5856 04225 19133 26556
 4973 05422 27158 26572
 4090 06803 36759 26092
 3207 08445 48364 26104
 2324 10533 54969 26611
 1441 13588 54567 27098
90010801 60 34 1014.1 0.00 0
 9777 00290 03135 22011
10000 00111 01944 00000
 9250 00732 00956 25525
 8500 01402 04158 28032
 7000 02922 08348 27547
 5000 05455 25159 27563
 4000 07039 36159 27079
 3000 08986 47365 26611
 9733 00326 02740 22011
 9645 00398 01950 23015
 9514 00507 00356 23520
 9294 00694 00756 25025
 8987 00961 02545 26528
 8592 01317 03959 28031
 8109 01772 05358 28035
 7495 02390 06143 28042
 6705 03256 09552 27550
 5827 04324 16759 27056
 4950 05529 25759 27563
 4072 06915 35359 27077
 3194 08569 45565 26606
 2317 10670 54167 26631
 1439 13713 55567 26598
90010801 61 34 1014.2 0.00 0
 9974 00133 02527 22011
10000 00112 02328 00000
 9250 00735 01156 26026
 8500 01405 03959 27530
 7000 02927 07946 27545
 5000 05464 24756 27059
 4000 07051 35558 26576
 3000 08999 47163 26609
 9929 00169 01932 22011
 9839 00241 01145 22014
 9705 00351 00356 23018
 9480 00539 00157 24524
 9166 00808 01756 26027
 8762 01165 03159 27529
 8269 01623 04560 28031
 7641 02243 05952 27539
 6833 03114 08544 27547
 5936 04192 15356 26552
 5038 05408 24356 27058
 4141 06809 33958 27072
 3243 08481 44963 26601
 2346 10601 54165 26633
 1449 13680 55967 26599
90010801 62 34 1014.3 0.00 0
10143 00000 02847 23015
10000 00115 01639 23015
 9250 00738 01746 25525
 8500 01409 03761 27529
 7000 02930 07546 27045
 5000 05471 24145 27055
 4000 07062 34956 26574
 3000 09013 46961 26608
10097 00037 02444 23015
10006 00110 01639 23015
 9869 00221 00630 23016
 9640 00409 00343 24022
 9320 00678 01741 25525
 8909 01037 02557 27027
 8406 01497 04162 27529
 7766 02119 05757 27536
 6943 02994 07744 27045
 6029 04079 14139 26549
 5114 05305 22946 27054
 4200 06720 32757 26568
 3286 08407 44361 26598
 2371 10545 54164 27134
 1457 13654 56166 26599
90010801 60 35 1012.7 0.00 0
 9607 00422 01356 22512
10000 00102 00657 00000
 9250 00723 02946 24521
 8500 01390 05155 27533
 7000 02903 09740 27548
 5000 05423 26161 27067
 4000 07000 37160 26586
 3000 08939 47967 26610
 9564 00458 01556 22512
 9478 00530 02154 23015
 9349 00639 02748 23519
 9134 00823 02943 25024
 8833 01088 04125 26529
 8445 01441 05356 27533
 7972 01892 06751 27537
 7369 02505 07929 27544
 6595 03362 11756 27552
 5734 04418 18962 27059
 4873 05608 27562 27069
 4013 06979 36960 26586
 3152 08613 46967 26608
 2291 10693 53970 26624
 1430 13709 54967 26598
90010801 61 35 1013.5 0.00 0
 9829 00242 03930 22010
10000 00106 03136 00000
 9250 00724 02556 25024
 8500 01392 04957 27531
 7000 02906 09338 27046
 5000 05432 25559 27064
 4000 07014 36559 26583
 3000 08954 47965 26606
 9785 00277 03534 22010
 9697 00349 02944 22013
 9565 00458 01956 23017
 9344 00644 02156 24523
 9035 00910 03347 26527
 8638 01265 04557 27530
 8152 01720 05957 27533
 7534 02336 07134 27540
 6739 03200 10341 27048
 5856 04267 17158 26555
 4973 05471 25959 27064
 4090 06859 35559 26581
 3207 08512 46365 26602
 2324 10613 54169 26625
 1441 13670 55167 26598
90010801 62 35 1013.7 0.00 0
10137 00000 00846 22513
10000 00109 00139 22513
 9250 00729 02756 25526
 8500 01397 04759 27030
 7000 02913 08740 27045
 5000 05443 25157 26561
 4000 07028 36158 26579
 3000 08969 47964 26603
10091 00036 00643 22513
10000 00109 00139 22513
 9862 00219 00940 23016
 9634 00406 01745 23522
 9314 00674 02552 25525
 8903 01032 03558 27028
 8401 01490 04959 27030
 7761 02110 06545 27037
 6939 02982 08939 27045
 6025 04062 15352 26551
 5111 05283 23957 26559
 4198 06691 33758 26575
 3284 08370 45563 26595
 2370 10501 54167 27125
 1457 13613 55367 27098
90010801 60 36 1012.2 0.00 1
 9496 00506 04535 22512
10000 00097 01954 00000
 9250 00713 04336 23518
 8500 01377 06521 26533
 7000 02881 11326 27548
 5000 05387 27361 27070
 4000 06957 38160 26593
 3000 08890 48567 26612
 9453 00541 04139 22512
 9368 00613 03345 23015
 9241 00721 04336 23518
 9028 00904 05325 25024
 8731 01167 05707 26030
 8349 01517 06932 27035
 7881 01965 08326 27039
 7287 02572 09716 27545
 6522 03421 13953 27052
 5673 04467 20961 27061
 4823 05645 29162 27073
 3973 07003 38360 26594
 3124 08624 47767 26611
 2274 10690 53770 26616
 1425 13688 54567 26598
90010801 61 36 1012.9 0.00 1
 9671 00366 04942 22009
10000 00102 03155 00000
 9250 00716 04349 24022
 8500 01380 05946 27032
 7000 02887 10725 27046
 5000 05400 26561 26569
 4000 06975 37560 26591
 3000 08908 48766 26608
 9627 00401 05141 22009
 9540 00472 05538 22512
 9410 00580 03755 23018
 9194 00764 04747 24523
 8890 01028 05130 26528
 8500 01380 05946 27032
 8023 01831 07541 27036
 7416 02442 08917 27542
 6636 03297 12535 27049
 5769 04352 19359 26558
 4902 05543 27561 26571
 4035 06915 37160 26590
 3168 08550 47766 26606
 2301 10631 54170 26617
 1434 13660 54767 27098
90010801 62 36 1012.9 0.00 1
 9948 00142 04131 22010
10000 00101 03933 00000
 9250 00718 03755 25026
 8500 01383 05756 26531
 7000 02893 10128 27044
 5000 05412 25759 26567
 4000 06992 36959 26087
 3000 08926 48764 26604
 9904 00178 03934 22010
 9814 00249 03543 22012
 9680 00358 02749 23018
 9456 00544 03154 24023
 9143 00810 03956 25527
 8740 01164 04957 26529
 8248 01619 06556 26532
 7622 02234 07925 27039
 6816 03097 10929 27046
 5922 04166 17356 26554
 5027 05374 25559 26567
 4132 06767 35359 26086
 3237 08424 47164 26099
 2342 10531 54569 26618
 1447 13611 54767 27098
90010801 60 37 1011.3 0.00 1
 9530 00470 04541 22511
10000 00089 02156 00000
 9250 00704 06327 23518
 8500 01364 07707 26534
 7000 02861 12916 27047
 5000 05352 28760 27070
 4000 06914 39161 26594
 3000 08840 48968 26610
 9487 00505 04939 22511
 9402 00576 05335 23014
 9274 00683 06328 23518
 9061 00865 06318 24524
 8762 01127 06901 26031
 8378 01476 07910 26536
 7909 01923 09506 27040
 7312 02527 11306 27044
 6544 03372 15340 27051
 5691 04412 22359 27060
 4838 05586 30361 27072
 3985 06939 39361 26594
 3132 08556 48168 26610
 2279 10625 53570 26608
 1426 13634 54167 27097
90010801 61 37 1012.4 0.00 1
 9598 00416 07722 21509
10000 00096 05738 00000
 9250 00705 05944 24020
 8500 01366 07319 26532
 7000 02866 12115 27045
 5000 05365 27760 26571
 4000 06933 38560 26095
 3000 08860 49367 26109
 9555 00451 07525 21509
 9469 00522 07135 22011
 9340 00629 05947 23018
 9125 00811 05939 24523
 8825 01074 06518 26029
 8438 01423 07519 27033
 7965 01871 09117 27037
 7363 02478 10508 27042
 6589 03327 14326 27049
 5729 04373 20958 26559
 4869 05555 29161 26573
 4009 06917 38360 26095
 3150 08540 48567 26109
 2290 10611 54169 26610
 1430 13630 54367 27098
90010801 62 37 1012.6 0.00 1
 9822 00239 06332 21509
10000 00099 05339 00000
 9250 00710 05151 24525
 8500 01372 07137 26531
 7000 02874 11715 27044
 5000 05380 26960 26571
 4000 06953 37960 26094
 3000 08879 49566 26106
 9778 00274 06331 21509
 9690 00345 06731 21512
 9558 00453 04949 22519
 9337 00636 05152 24025
 9028 00900 05348 25528
 8631 01253 06738 26530
 8146 01703 08332 26534
 7528 02313 09511 27039
 6734 03169 12717 27046
 5852 04227 19355 26556
 4970 05423 27161 26572
 4088 06803 36960 26092
 3206 08444 48365 26105
 2323 10533 54569 26612
 1441 13591 54367 27097
90010802 60 34 1013.8 0.00 0
 9774 00290 02936 22511
10000 00109 01745 00000
 9250 00730 00955 25524
 8500 01401 03959 28032
 7000 02922 08156 27547
 5000 05457 24761 27562
 4000 07043 35760 27078
 3000 08991 47164 26609
 9731 00326 02541 22511
 9643 00398 01551 23014
 9511 00508 00156 24020
 9292 00694 00756 25524
 8985 00962 02544 27028
 8590 01318 03559 28531
 8107 01773 04957 28035
 7493 02391 06145 28042
 6703 03257 09557 27549
 5826 04326 16562 27056
 4948 05532 25361 27563
 4071 06920 34960 27076
 3194 08576 45565 26604
 2316 10676 54167 26631
 1439 13717 55767 26597
90010802 61 34 1013.9 0.00 0
 9970 00133 02327 22511
10000 00110 02128 00000
 9250 00733 00956 26026
 8500 01404 03559 28030
 7000 02926 07952 27545
 5000 05465 24359 27059
 4000 07054 35359 27075
 3000 09004 47163 26608
 9926 00169 01932 22511
 9836 00241 00944 22515
 9701 00351 00155 23518
 9477 00539 00257 25025
 9163 00808 01356 26527
 8759 01166 02760 27529
 8266 01624 04159 28032
 7638 02245 05550 28039
 6831 03117 08553 27547
 5934 04194 15158 27052
 5037 05412 23959 27058
 4140 06815 33760 27071
 3243 08487 44963 26600
 2346 10607 54365 26633
 1449 13683 56166 26598
90010802 62 34 1013.8 0.00 0
10138 00000 02844 23015
10000 00110 01837 23016
 9250 00736 00956 25526
 8500 01407 03560 27529
 7000 02930 07549 27544
 5000 05472 23756 27056
 4000 07065 34758 26573
 3000 09017 46961 26607
10092 00037 02641 23015
10001 00110 01837 23016
 9863 00221 00628 23017
 9635 00409 00452 24023
 9315 00679 00753 25526
 8904 01039 02158 27027
 8401 01499 03761 27529
 7762 02122 05556 27536
 6939 02997 07748 27545
 6026 04083 14155 26549
 5112 05310 22757 27054
 4198 06726 32558 26568
 3284 08414 44161 26597
 2371 10551 54364 27134
 1457 13657 56366 26599
90010802 60 35 1012.4 0.00 0
 9605 00422 00956 23012
10000 00099 01258 00000
 9250 00721 02545 24520
 8500 01389 05155 27532
 7000 02903 09550 27547
 5000 05425 25963 27067
 4000 07004 36760 26585
 3000 08945 47967 26608
 9562 00458 01156 23012
 9476 00530 01755 23514
 9347 00639 02349 24019
 9132 00824 02941 25523
 8831 01089 04123 26529
 8443 01442 05156 27533
 7970 01894 06548 27537
 7368 02506 07735 28044
 6593 03364 11758 27551
 5733 04420 18764 27059
 4872 05612 27163 27068
 4012 06984 36760 26585
 3151 08620 46767 26606
 2291 10700 54169 26623
 1430 13714 55167 26596
90010802 61 35 1013.1 0.00 0
 9826 00242 03732 22510
10000 00103 02739 00000
 9250 00722 02156 25524
 8500 01390 04557 27531
 7000 02906 09147 27545
 5000 05434 25162 27064
 4000 07017 36160 26582
 3000 08959 47965 26605
 9782 00277 03336 22510
 9694 00349 02546 22513
 9561 00458 01755 23517
 9341 00644 01956 25023
 9032 00911 03143 26527
 8635 01266 04157 27530
 8149 01721 05757 27534
 7531 02338 06935 27540
 6737 03202 10355 27048
 5854 04269 16961 26555
 4972 05475 25562 27064
 4089 06864 35160 26580
 3207 08518 46365 26600
 2324 10619 54168 26625
 1441 13674 55367 26597
90010802 62 35 1013.2 0.00 0
10132 00000 01047 22513
10000 00105 00040 22514
 9250 00727 01956 26026
 8500 01396 04558 27030
 7000 02913 08747 27044
 5000 05444 24759 26561
 4000 07030 35959 26579
 3000 08973 47964 26602
10086 00036 00844 22513
 9995 00109 00040 22514
 9858 00220 00934 23516
 9630 00407 00955 24022
 9310 00676 01756 25526
 8899 01034 03159 27028
 8397 01492 04758 27031
 7757 02113 06343 27037
 6936 02985 08948 27045
 6022 04065 15157 26551
 5109 05286 23759 27059
 4196 06696 33559 26575
 3283 08375 45364 26594
 2370 10506 54367 27125
 1457 13616 55567 27097
90010802 60 36 1011.8 0.00 1
 9494 00506 03738 23012
10000 00094 01156 00000
 9250 00712 03736 24017
 8500 01376 06319 27033
 7000 02882 11135 27547
 5000 05389 26963 27070
 4000 06962 37760 26592
 3000 08897 48367 26609
 9451 00542 03541 23012
 9366 00613 02945 23515
 9239 00721 03935 24018
 9027 00904 05123 25023
 8729 01167 05505 26530
 8347 01518 06731 27035
 7880 01966 08123 27539
 7285 02574 09722 27545
 6521 03423 13957 27552
 5672 04469 20763 27061
 4822 05649 28763 27073
 3973 07009 38160 26593
 3123 08631 47567 26609
 2274 10697 53970 26615
 1425 13694 54567 27097
90010802 61 36 1012.5 0.00 1
 9668 00366 04346 22509
10000 00099 02556 00000
 9250 00714 03948 24521
 8500 01379 05943 27032
 7000 02887 10733 27545
 5000 05401 26362 27069
 4000 06978 37160 26591
 3000 08913 48766 26606
 9624 00402 04544 22509
 9538 00473 04941 22511
 9408 00581 03552 23518
 9191 00765 04146 25022
 8888 01029 04924 26528
 8497 01381 05944 27032
 8021 01832 07338 27036
 7414 02444 08720 27542
 6634 03299 12550 27049
 5767 04354 19161 26558
 4900 05546 27363 27071
 4034 06920 36760 26590
 3167 08556 47566 26604
 2300 10637 54369 26617
 1433 13665 54767 27097
90010802 62 36 1012.5 0.00 1
 9945 00142 03933 22510
10000 00098 03535 00000
 9250 00716 03155 25525
 8500 01382 05556 27031
 7000 02892 10135 27044
 5000 05413 25561 26567
 4000 06994 36760 26587
 3000 08929 48765 26603
 9900 00178 03736 22510
 9810 00249 03344 22513
 9676 00359 02350 23518
 9453 00544 02556 24023
 9140 00811 03553 26027
 8737 01166 04757 27029
 8245 01620 06356 27033
 7619 02236 07925 27038
 6814 03100 10939 27046
 5919 04168 17158 26554
 5025 05376 25361 26567
 4131 06771 35160 26586
 3236 08429 46965 26598
 2342 10536 54568 26618
 1447 13614 54767 27097
90010802 60 37 1010.9 0.00 1
 9528 00470 03943 23011
10000 00087 01556 00000
 9250 00703 05726 24018
 8500 01364 07505 26534
 7000 02861 12923 27547
 5000 05353 28361 27070
 4000 06918 38762 26593
 3000 08847 48768 26608
 9486 00505 04140 23011
 9400 00576 04736 23013
 9272 00684 05727 23517
 9059 00866 05915 25023
 8761 01128 06700 26031
 8377 01477 07908 27036
 7908 01924 09505 27040
 7311 02529 11110 27544
 6543 03374 15356 27551
 5691 04414 22161 27060
 4838 05589 29962 27072
 3985 06944 38962 26594
 3132 08564 47968 26608
 2279 10633 53770 26607
 1426 13641 54167 27096
90010802 61 37 1012.0 0.00 1
 9596 00416 07325 22008
10000 00094 05140 00000
 9250 00704 05541 24020
 8500 01365 07116 27032
 7000 02866 12121 27045
 5000 05366 27561 26571
 4000 06936 38161 26595
 3000 08864 49167 26607
 9553 00451 07128 22008
 9467 00522 06537 22511
 9338 00629 05546 23518
 9123 00812 05736 25023
 8823 01075 06312 26529
 8436 01425 07317 27033
 7963 01873 08915 27037
 7361 02480 10310 27542
 6588 03328 14340 27048
 5728 04375 20960 27059
 4868 05557 28762 26573
 4009 06921 37961 26594
 3149 08546 48367 26607
 2289 10617 54169 26610
 1430 13635 54367 27096
90010802 62 37 1012.4 0.00 1
 9819 00239 06923 21508
10000 00096 05930 00000
 9250 00708 04749 24525
 8500 01371 06934 27031
 7000 02873 11721 27044
 5000 05379 26762 26571
 4000 06954 37561 26093
 3000 08882 49366 26605
 9775 00274 06526 21508
 9687 00345 05936 22012
 9555 00453 04550 23018
 9334 00637 04752 24524
 9025 00901 05141 26027
 8629 01254 06535 27030
 8143 01705 08128 26534
 7526 02315 09511 27039
 6732 03171 12927 27046
 5850 04229 19358 26556
 4969 05425 27162 26572
 4087 06806 36561 26092
 3205 08448 48166 26603
 2323 10538 54568 26611
 1441 13596 54367 27096
90010803 60 34 1013.7 0.00 0
 9774 00290 02343 23011
10000 00109 01151 00000
 9250 00730 00953 26024
 8500 01401 03559 28532
 7000 02924 08157 28046
 5000 05460 24363 27562
 4000 07049 35360 27076
 3000 08999 47164 26606
 9731 00326 01946 23011
 9643 00398 01353 23514
 9511 00508 00156 24519
 9292 00694 00755 26023
 8985 00962 02543 27027
 8590 01318 03359 28531
 8107 01774 04757 28535
 7493 02393 05950 28041
 6703 03259 09558 27549
 5826 04328 16364 27055
 4948 05535 24762 27562
 4071 06927 34560 27074
 3194 08584 45564 26600
 2316 10683 54566 26629
 1439 13721 55966 26595
90010803 61 34 1013.8 0.00 0
 9970 00133 02129 23011
10000 00109 02130 00000
 9250 00732 00956 26025
 8500 01404 03359 28030
 7000 02928 07756 27544
 5000 05468 23961 27558
 4000 07060 34960 27074
 3000 09011 47162 26605
 9925 00169 01734 23011
 9835 00241 00946 23014
 9701 00352 00153 24017
 9477 00539 00257 25024
 9163 00808 01356 26526
 8759 01166 02560 28028
 8266 01625 03959 28032
 7638 02247 05351 28038
 6830 03118 08556 27546
 5933 04196 15161 27052
 5036 05415 23561 27558
 4139 06820 33361 27070
 3242 08494 44762 26597
 2345 10613 54565 26631
 1448 13685 56366 26597
90010803 62 34 1013.6 0.00 0
10136 00000 02842 23516
10000 00109 01635 23517
 9250 00735 00357 26026
 8500 01407 03160 27529
 7000 02931 07555 27544
 5000 05475 23559 27056
 4000 07070 34560 26572
 3000 09024 46960 26605
10090 00037 02439 23516
 9999 00110 01635 23517
 9862 00221 00626 23517
 9633 00409 00856 24523
 9314 00680 00156 26026
 8903 01040 01959 27027
 8400 01500 03561 27529
 7761 02124 05156 27536
 6938 03000 07754 27544
 6025 04085 13958 26549
 5111 05314 22359 27054
 4198 06732 32160 27067
 3284 08421 43961 26595
 2370 10558 54563 27134
 1457 13660 56566 27099
90010803 60 35 1012.4 0.00 0
 9605 00422 00756 23511
10000 00099 01458 00000
 9250 00722 02543 25020
 8500 01390 04954 28032
 7000 02905 09556 27547
 5000 05429 25364 27567
 4000 07012 36360 27084
 3000 08954 47967 26605
 9562 00458 00956 23511
 9476 00530 01555 24014
 9347 00639 02348 24518
 9132 00824 02738 25522
 8831 01089 03921 27028
 8444 01442 04956 28033
 7970 01894 06346 28038
 7368 02508 07744 28043
 6594 03365 11759 27550
 5733 04422 18566 27059
 4872 05616 26763 27568
 4012 06991 36160 27084
 3151 08629 46767 26602
 2291 10708 54369 26621
 1430 13719 55367 26594
90010803 61 35 1012.9 0.00 0
 9826 00242 02939 23010
10000 00102 02146 00000
 9250 00722 02154 25523
 8500 01390 04357 27531
 7000 02908 09156 27545
 5000 05437 24763 27064
 4000 07023 35960 26581
 3000 08967 47965 26602
 9782 00278 02742 23010
 9693 00349 02347 23012
 9561 00459 01754 24016
 9340 00645 01756 25022
 9031 00912 03140 26526
 8634 01267 03957 27529
 8149 01722 05356 27534
 7531 02340 06739 27540
 6737 03204 10357 27547
 5854 04272 16763 27055
 4972 05478 25163 27064
 4089 06870 34760 26579
 3206 08526 46166 26597
 2324 10627 54568 26623
 1441 13677 55567 27095
90010803 62 35 1013.1 0.00 0
10131 00000 01246 23013
10000 00104 00239 23014
 9250 00727 01556 26025
 8500 01396 04158 27030
 7000 02914 08756 27044
 5000 05447 24562 27061
 4000 07035 35560 26578
 3000 08980 47764 26601
10085 00036 00843 23013
 9994 00109 00039 23014
 9857 00220 00932 23516
 9629 00407 00556 24522
 9309 00676 01356 26025
 8898 01035 02959 27027
 8396 01493 04558 27531
 7757 02115 06143 27037
 6935 02987 08956 27044
 6022 04067 15160 26551
 5109 05290 23362 27060
 4196 06701 33161 26575
 3283 08382 45164 26592
 2370 10513 54567 27124
 1457 13619 55767 27096
90010803 60 36 1011.8 0.00 1
 9494 00506 03141 23511
10000 00094 00556 00000
 9250 00713 03534 24017
 8500 01377 06118 27032
 7000 02884 11145 27547
 5000 05393 26563 27070
 4000 06970 37161 26591
