OZONE.DAT       1.5a            Augmented 5 format with Map Projection, DATUM, Time Zone        
UTM     
  19N   
NAS-C   
UTC-0500
'OZONE'       ,  2,  19, 90001,  0, 90365, 23, 'HOURLY DATA' , 'V1.0'
'capeeliz'        ,     398.122,    4823.655
'hubbard'         ,     283.041,    4868.879
90,     1,     0,   9999.,   9999.,
90,     1,     1,   9999.,   9999.,
90,     1,     2,   9999.,   9999.,
90,     1,     3,   9999.,   9999.,
90,     1,     4,   9999.,   9999.,
90,     1,     5,   9999.,   9999.,
90,     1,     6,   9999.,   9999.,
90,     1,     7,   9999.,   9999.,
90,     1,     8,   9999.,   9999.,
90,     1,     9,   9999.,   9999.,
90,     1,    10,   9999.,   9999.,
90,     1,    11,   9999.,   9999.,
90,     1,    12,   9999.,   9999.,
90,     1,    13,   9999.,   9999.,
90,     1,    14,   9999.,   9999.,
90,     1,    15,   9999.,   9999.,
90,     1,    16,   9999.,   9999.,
90,     1,    17,   9999.,   9999.,
90,     1,    18,   9999.,   9999.,
90,     1,    19,   9999.,   9999.,
90,     1,    20,   9999.,   9999.,
90,     1,    21,   9999.,   9999.,
90,     1,    22,   9999.,   9999.,
90,     1,    23,   9999.,   9999.,
90,     2,     0,   9999.,   9999.,
90,     2,     1,   9999.,   9999.,
90,     2,     2,   9999.,   9999.,
90,     2,     3,   9999.,   9999.,
90,     2,     4,   9999.,   9999.,
90,     2,     5,   9999.,   9999.,
90,     2,     6,   9999.,   9999.,
90,     2,     7,   9999.,   9999.,
90,     2,     8,   9999.,   9999.,
90,     2,     9,   9999.,   9999.,
90,     2,    10,   9999.,   9999.,
90,     2,    11,   9999.,   9999.,
90,     2,    12,   9999.,   9999.,
90,     2,    13,   9999.,   9999.,
90,     2,    14,   9999.,   9999.,
90,     2,    15,   9999.,   9999.,
90,     2,    16,   9999.,   9999.,
90,     2,    17,   9999.,   9999.,
90,     2,    18,   9999.,   9999.,
90,     2,    19,   9999.,   9999.,
90,     2,    20,   9999.,   9999.,
90,     2,    21,   9999.,   9999.,
90,     2,    22,   9999.,   9999.,
90,     2,    23,   9999.,   9999.,
90,     3,     0,   9999.,   9999.,
90,     3,     1,   9999.,   9999.,
90,     3,     2,   9999.,   9999.,
90,     3,     3,   9999.,   9999.,
90,     3,     4,   9999.,   9999.,
90,     3,     5,   9999.,   9999.,
90,     3,     6,   9999.,   9999.,
90,     3,     7,   9999.,   9999.,
90,     3,     8,   9999.,   9999.,
90,     3,     9,   9999.,   9999.,
90,     3,    10,   9999.,   9999.,
90,     3,    11,   9999.,   9999.,
90,     3,    12,   9999.,   9999.,
90,     3,    13,   9999.,   9999.,
90,     3,    14,   9999.,   9999.,
90,     3,    15,   9999.,   9999.,
90,     3,    16,   9999.,   9999.,
90,     3,    17,   9999.,   9999.,
90,     3,    18,   9999.,   9999.,
90,     3,    19,   9999.,   9999.,
90,     3,    20,   9999.,   9999.,
90,     3,    21,   9999.,   9999.,
90,     3,    22,   9999.,   9999.,
90,     3,    23,   9999.,   9999.,
90,     4,     0,   9999.,   9999.,
90,     4,     1,   9999.,   9999.,
90,     4,     2,   9999.,   9999.,
90,     4,     3,   9999.,   9999.,
90,     4,     4,   9999.,   9999.,
90,     4,     5,   9999.,   9999.,
90,     4,     6,   9999.,   9999.,
90,     4,     7,   9999.,   9999.,
90,     4,     8,   9999.,   9999.,
90,     4,     9,   9999.,   9999.,
90,     4,    10,   9999.,   9999.,
90,     4,    11,   9999.,   9999.,
90,     4,    12,   9999.,   9999.,
90,     4,    13,   9999.,   9999.,
90,     4,    14,   9999.,   9999.,
90,     4,    15,   9999.,   9999.,
90,     4,    16,   9999.,   9999.,
90,     4,    17,   9999.,   9999.,
90,     4,    18,   9999.,   9999.,
90,     4,    19,   9999.,   9999.,
90,     4,    20,   9999.,   9999.,
90,     4,    21,   9999.,   9999.,
90,     4,    22,   9999.,   9999.,
90,     4,    23,   9999.,   9999.,
90,     5,     0,   9999.,   9999.,
90,     5,     1,   9999.,   9999.,
90,     5,     2,   9999.,   9999.,
90,     5,     3,   9999.,   9999.,
90,     5,     4,   9999.,   9999.,
90,     5,     5,   9999.,   9999.,
90,     5,     6,   9999.,   9999.,
90,     5,     7,   9999.,   9999.,
90,     5,     8,   9999.,   9999.,
90,     5,     9,   9999.,   9999.,
90,     5,    10,   9999.,   9999.,
90,     5,    11,   9999.,   9999.,
90,     5,    12,   9999.,   9999.,
90,     5,    13,   9999.,   9999.,
90,     5,    14,   9999.,   9999.,
90,     5,    15,   9999.,   9999.,
90,     5,    16,   9999.,   9999.,
90,     5,    17,   9999.,   9999.,
90,     5,    18,   9999.,   9999.,
90,     5,    19,   9999.,   9999.,
90,     5,    20,   9999.,   9999.,
90,     5,    21,   9999.,   9999.,
90,     5,    22,   9999.,   9999.,
90,     5,    23,   9999.,   9999.,
90,     6,     0,   9999.,   9999.,
90,     6,     1,   9999.,   9999.,
90,     6,     2,   9999.,   9999.,
90,     6,     3,   9999.,   9999.,
90,     6,     4,   9999.,   9999.,
90,     6,     5,   9999.,   9999.,
90,     6,     6,   9999.,   9999.,
90,     6,     7,   9999.,   9999.,
90,     6,     8,   9999.,   9999.,
90,     6,     9,   9999.,   9999.,
90,     6,    10,   9999.,   9999.,
90,     6,    11,   9999.,   9999.,
90,     6,    12,   9999.,   9999.,
90,     6,    13,   9999.,   9999.,
90,     6,    14,   9999.,   9999.,
90,     6,    15,   9999.,   9999.,
90,     6,    16,   9999.,   9999.,
90,     6,    17,   9999.,   9999.,
90,     6,    18,   9999.,   9999.,
90,     6,    19,   9999.,   9999.,
90,     6,    20,   9999.,   9999.,
90,     6,    21,   9999.,   9999.,
90,     6,    22,   9999.,   9999.,
90,     6,    23,   9999.,   9999.,
90,     7,     0,   9999.,   9999.,
90,     7,     1,   9999.,   9999.,
90,     7,     2,   9999.,   9999.,
90,     7,     3,   9999.,   9999.,
90,     7,     4,   9999.,   9999.,
90,     7,     5,   9999.,   9999.,
90,     7,     6,   9999.,   9999.,
90,     7,     7,   9999.,   9999.,
90,     7,     8,   9999.,   9999.,
90,     7,     9,   9999.,   9999.,
90,     7,    10,   9999.,   9999.,
90,     7,    11,   9999.,   9999.,
90,     7,    12,   9999.,   9999.,
90,     7,    13,   9999.,   9999.,
90,     7,    14,   9999.,   9999.,
90,     7,    15,   9999.,   9999.,
90,     7,    16,   9999.,   9999.,
90,     7,    17,   9999.,   9999.,
90,     7,    18,   9999.,   9999.,
90,     7,    19,   9999.,   9999.,
90,     7,    20,   9999.,   9999.,
